headerdatestamp|headeridentifier|headersetSpec|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.subject.0topic|metadata.mods.subject.1topic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsaccessCondition|metadata.modsnote|metadata.modstypeOfResource
2019-05-22T02:01:56Z|yrb_34418|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A34418|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A34418/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1968|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1968|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_11293|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A11293|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A11293/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1903|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1903|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_19466|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A19466|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A19466/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1928|University of Tennessee (Knoxville campus) --Students --Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1928|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_12606|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A12606|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A12606/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1908|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1908|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_21674|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A21674|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A21674/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1934|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1934|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries"|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_15463|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A15463|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A15463/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1917|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1917|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_14779|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A14779|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A14779/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1915|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1915|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_32810|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A32810|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A32810/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville Campus)|The students of the University of Tennessee, 1897-|1964|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1964|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_20493|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A20493|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A20493/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1931|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1931|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_45743|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A45743|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A45743/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|2001|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.2001|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_43756|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A43756|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A43756/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1994|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1994|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_22737|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A22737|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A22737/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1937|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1937|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_39424|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A39424|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A39424/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1980|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1980|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_46154|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A46154|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A46154/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|2002|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.2002|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_10001|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A10001|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A10001/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1897|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1897|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_47770|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A47770|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A47770/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|2006|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.2006|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_30712|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A30712|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A30712/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville Campus)|The students of the University of Tennessee, 1897-|1958|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1958|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_24933|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A24933|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A24933/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1943|University of Tennessee (Knoxville campus) -- Students -- Periodicals|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1943|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
2019-05-22T02:01:56Z|yrb_36348|yrb|text|dct|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A36348|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/yrb%3A36348/datastream/TN/view|preview|creator|text|University of Tennessee (Knoxville campus)|The students of the University of Tennessee, 1897-|1972|University of Tennessee (Knoxville campus) -- Students -- Periodicals.|Imprints, Tennessee -- Knoxville -- 1897.|    |The Volunteer.1972|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"This compilation is copyrighted by the University of Tennessee. Images, text, or other content downloaded from the collection may be freely used for non-profit educational and research purposes, or any other use falling within the purview of ""Fair Use."" For any other use, contact the University of Tennessee Libraries."|Yearbook of the University of Tennessee, Knoxville.|text
